	preprocessed_sent	label_encoded
5128	나이트 부킹한 뒤  한 잔 더  꽃뱀이 유인해 술값 바가지 회사원 송모씨 36 는 지난 1월17일 회식차 서울 금천구의 한 나이트클럽에 갔다가 악몽 같은 하룻밤을 보냈다  부킹을 통해 만난  씨 22 와  씨 24 는 집으로 간다는 송씨에게  같은 방향이니 택시를 함께 타자 고 제안했다  일산에 도착하자  술을 한잔 더 하자 고 말했다  만취상태인 송씨는 이들을 따라 들어간  술집에서 양주 세 병을 시킨 채 정신을 잃었다  그동안 누군가가 송씨의 신용카드를 빼앗아 술값이라며 150만원을 계산했다   씨와  씨는 다시 송씨를 옆에 있는  술집에 데려다가 비싼 양주를 시켰다  정신을 차린 송씨에게 사장은 220만원을 청구했다  송씨가  뭐가 이렇게 많이 나왔느냐 고 항의하자 사장과 종업원들은 당장 돈을 내라며  저 XX 손을 묶어라  죽여버라겠다 고 협박했다 	5
8593	  에서 회의합시다  이정현 힘실어준     새누리당 이정현 대표 취임 후 처음으로 여권 수뇌부가 25일 고위 당정청 회의를 열고 민생 현안에 대해 논의했다  지난달 7일 비상대책위원회 체제에서 한 차례 개최됐던 고위 당정청 회의 이후 49일 만이다  이날 고위 당정청 회의는 오전 7시 반 서울 여의도 새누리당 당사에서 열렸다  앞서 고위 당정청 회의는 주로 서울 종로구 총리공관에서 열렸다  당 주도로 개최됐을 때는 국회 사랑재를 이용했다  이날 이례적으로 당사에서 고위 당정청 회의를 연 것은 그만큼 정부와 청와대가 이 대표에게 힘을 실어준다는 의미가 있다 	8
246	삼성전자  광주에 1 400억 투자 삼성전자가 광주에 1천400억원을 신규 투자해 정밀금형개발센터를 건립할 예정이다  이 센터는 광주시가 집중적으로 육성하고 있는 첨단가전산업과 금형산업의 첨단기술 및 디자인 연구개발에 있어서 중추적인 역할을 할 것으로 기대된다  28일 오전 광주시청 3층 비즈니스룸에서 박광태 광주시장과 홍창완 삼성광주전자 대표이사는 정밀금형개발센터 건립을 골자로 한 투자양해각서 MOU 를 체결했다 	0
2250	4년째  세월호 기억  바자회 음악회 개최 목포혜인여중  세월호 기억 바자회를 아시나요  세월호 참사를 잊지 않고 기억하자는 취지에서 지난 2014년부터 4년째 바자회와 음악회를 개최해 온 학교가 있다  목포 혜인 여자중학교 교장 김무순 다 	2
8929	D 11 주말 총력전  문 안  부산 공동유세 박  수도권 집중 공략 박근혜 새누리당 대통령 후보와 문재인 민주통합당 후보가 7일 각각 수도권과 부산 제주에서  범여권 보수대연합 과  범야권 단일대오 를 앞세우며 치열한 유세전을 펼쳤다  문 후보의 부산 유세엔 전날 전폭적 지원을 약속한 안철수 전 후보가 합류해 공동유세에 나섰다  안 전 후보의 문 후보 지원유세가 주말 판세에 얼마나 영향을 끼칠지가 이번 대선의 분수령이 될 것으로 전망된다  문 후보와 안 전 후보는 오후 5시께 부산 서면 롯데백화점 지하광장에 함께 모습을 드러냈다  한 시간 전부터 지하광장은 지지자 2000여명이 발 디딜 틈 없이 들어서 있었다  두 사람이 손을 흔들며 같이 등장하자  문재인    안철수 를 연호하는 환호가 쏟아졌다  지지자들에게 둘러싸인 문 후보는  저와 안철수 후보가 이제 하나가 되었고  아름다운 단일화를 완성했다  힘을 합쳐 반드시 정권교체를 이뤄내고 대선 뒤에도 새정치를 위해서 긴밀하게 협의해 나가겠다  아름다운 단일화를 완성시켜 준 안 전 후보께 박수를 쳐달라 고 호소했다  이에 안 전 후보는  새정치를 위한  국민들의  열망이 얼마나 큰지 알고 있다  새정치 실현을 위해 열심히 노력하겠다 고 화답했다 	8
2623	 성공하더니 변했어  자주 듣는다면   요새 좀 잘나간다 싶더니 사람이 변했네   지위나 인기를 갑자기 얻은 사람이 흔히 듣는 말이다  이 말을 들은 당사자 중 일부는 억울해할 것이고 상당수는 상대방의 장난이나 시기 질투로 치부한 채 무시할 것이다  자신을 돌아보는 계기로 삼기도 한다 	2
3966	안경이 피곤하다면 라식수술  정답  시력이 좋지 않아 안경을 끼는 사람이라면 누구나 한번 쯤 겪어 봤을 공통적인 고통이 있다  김이 서린다거나 자꾸만 흘러내리는 안경으로 불편함을 느끼는 것이 대표적  특히 라면 먹을 때나 목욕탕 갔을 때의 안경은 어김없이 큰 걸림돌이 된다  안경을 멋을 부리기 위한 아이템으로 쓰는 사람도 많다  어릴 때 누구나 한번 쯤 지적인 이미지를 갖고 싶어 안경을 끼기 위해 애써 본 경험이 있을 것이다  일부로 TV가까이에서 프로그램을 본다거나 누워서 책을 보는 등 그 방법은 매우 다양하다 	3
5420	대통령이 청소했던 김해 화포천습지 생태공원으로 개장 경남 김해의 대표적인 생태하천인 화포천이 습지 생태공원으로 탈바꿈했다  화포천 습지는 오래전 홍수 때 낙동강 범람으로 자연스럽게 형성된 우리나라 최대의 하천형 습지로  2009년 3월 국토해양부가 주최하고 한국하천협회가 주관한  아름다운 하천 100선 에 이름을 올리기도 했다 	5
4674	횡단보도 보행자 사망 사고에 차량들 그냥 지나쳐 부산의 한 교차로에서 횡단보도를 건너던 보행자가 우회전 차량에 두 번이나 치이는 사고가 벌어졌지만  차량 여러 대가 도로 위에 쓰러져 있는 사람을 그냥 지나쳐 시민 의식 실종 논란이 일고 있다  사고 현장 부근에는 우회전 가능 여부를 알려주는 보조 신호등이 있었지만 우회전 직전 횡단보도 신호만 연동돼 있어 또 다른 사고를 부를 수 있다는 지적도 나온다  부산 연제경찰서는 23일 횡단보도에서 보행자를 치어 숨지게 한 뒤 그대로 도주한 혐의 특가법상 도주차량 로 덤프트럭 운전자 김 모 45  씨와 SM3 운전자 임 모 69  씨에 대해 구속영장을 신청했다  경찰에 따르면 김 씨는 지난 21일 오전 5시 37분 부산 연제구 토곡교차로에서 안락동 방향으로 우회전하던 중 보행자 신호에 횡단보도를 건너던 유 모 35 여  씨를 치고 별다른 조치 없이 현장을 벗어난 혐의를 받고 있다  이어 임 씨도 자신의 SM3 차량으로 횡단보도에 진입해 도로에 쓰러져 있던 유 씨를 한 번 더 치면서 30m가량 끌고 간 뒤 도주한 혐의를 받고 있다  유 씨는 사고 당시 집근처 목욕탕에 가려다 이 같은 참변을 당했다 	4
4843	 수학의 파워엘리트  한석원   M A 귀재  이길호  일부는 여전히 막강한 영향력 한때 연봉 18억 스타 이범  곽노현  교육감 보좌관으로  정봉주 정청래는 정계 진출 386 운동권 강사들은 논술 시장에서 대체로 자취를 감췄지만  여전히 막강한 명성을 누리는 이도 일부 있다 	4
7795	스무살 성인된  배철수의 음악캠프  MBC FM   음악캠프  20주년 MBC FM  배철수의 음악캠프  DJ의  20주년 감회 는 남달랐다  프로그램 20주년을 맞아 8일 열린 기자간담회에서 배철수 57 씨는  내 데뷔곡이  세상모르고 살았노라 였는데  그래서인지 계속 철없이 살았다 며  바로 이런 면 때문에 젊은이들에 뒤처지지 않고 음악 프로그램을 꾸준히 진행할 수 있었던 것 같다 고 말했다 	7
2766	 치매 걸린 아내 곁에 있고 싶다  는 한 노년의 아름다운 선택 그후 1년 지난해 7월30일 영남일보 지면을 통해 치매에 걸린 아내를 위해 살고자 했던 어느 노년의 삶을 조명하여 기사를 쓴 적이 있다  그의 아름다운 선택  그후 1년이 흘렀다   앞으로도 아내를 위해 살겠다 	2
3232	여성성형수술 종류 선택 시 고려해야 할 점 여성은 임신과 출산  노화로 인해 자연스럽게 질이나 골반근육의 탄력이 떨어지거나 이완된다  이로 인해 심리적으로 위축되는 경우가 많으며 심하게는 우울증으로 이어지기도 한다  또한 역류성 세균감염  만성질염  자궁경부염 등 여성질환이 유발되기도 하며  요실금이나 자궁하수와 같은 질환이 발생하는 경우도 있어 이를 개선하기 위해 질성형수술후기  질필러후기 등 이쁜이수술방법후기를 보고 수술 여부를 고민하는 사람들이 늘고 있다  하지만 사람들마다 질이나 골반의 구조  상태가 다를 수 있고 또한 수술을 받고자 하는 이유나 목적  기대하는 바가 다를 수 있다  또한 이쁜이수술에도 종류가 많고 병원이나 의사마다 수술 방법이 다르고 수술결과도 차이가 있기 때문에 이러한 점을 고려한 병원 선택이 매우 중요하며  병원을 직접 방문해서 영상진단기기 및 질압검사 등 전문적인 검사와 진찰을 통해 자신의 상태를 정확히 파악한 다음 본인의 상태에 가장 알맞는 수술에 대해 상담을 하는 것이 수술효과를 극대화하고 부작용을 막을 수 있는 방법이다 	3
5246	경주장 주변 주요 관광지 경주장과 연결되는 국도 2호선이나 서해안 고속도로 주변에 위치해 있는 관광지가 많다  특히 전남도는 10월을  F1과 함께하는 남도 방문의 달 로 정해 F1 티켓만 있으면 공짜로 둘러볼 수 있다   월출산  구림마을  호남의 소금강 이라 불리는 영암 월출산과 2200년의 역사를 품고 있는 구림    마을은 가을 정취를 느끼면서 호젓한 사색을 즐기기에 더없이 좋다  월출산의 기암괴석과 인근의 왕인 박사 유적지를 둘러본 뒤 왕인학당 뒷편 망월정을 거쳐 문산재까지 이어진 산책로를 걷다보면 시간 가는 줄 모른다 	5
3017	  사드보복 노골화  실효적 대응책 내놔야 고고도미사일방어체계 THAAD 사드  배치에 대한 중국의 보복이 노골화하고 있다  정치  경제  군사  문화  관광 등 전방위로 이뤄지고 있다  더 이상 방관만 할 수 없는 상황이다  이젠 우리 정부도 실효적 대응책을 내놔야 한다  중국은 한국행 유커 관광객  20  축소를 지시한데 이어 한류 연예인의 방송 및 광고 출연을 금지한 한한령     을 내렸다  한국행 전세기 운항도 불허했다 	3
5043	한지붕 두 백화점 영업이 가능할까   과연 한 건물 아래 두 개의 백화점이 들어서서 영업할 수 있을까   6일 오후 3시께 인천시 남구 관교동 신세계백화점 인천점 4층  인천지법 민사13부 백웅철 부장판사 와 신세계 및 롯데인천시 측 변호인 등 20여 명이 백화점을 찾았다 	5
4768	1사 01 06 취재수첩 공교육에 거는 기대  중학교에서 손가락에 꼽을 정도의 성적을 자랑하는 학생의 열에 아홉은  어떻게든  수성구 소재 고교로 진학합니다  그 똘똘한 아이들을 데리고 뭐든 못하겠습니까  생각하면 부럽고 또 속상하지만  최선을 다할 뿐입니다  우리 아이들은 학교만 믿고 있으니까요   6일 영남일보가 대구지역 일반계 고교의 지난 1년간 성적 향상 정도를 분석한 결과를 보도하자  비수성구 지역 고교 교사들이 한 목소리로 토로한 불만이다 	4
6099	경기도  장애인동계체전 우승 확정 빙상 고병욱 등 다관왕 5명 배출 금13 은14 동9  강원 서울 제쳐	6
7330	이상윤 김재원 오사카로 향하는 훈남들 현지방송  귓속말  이상윤 11월 팬미팅 김재원 지현우는 12월 한류스타 나들이	7
828	 블레이드앤소울 레볼루션으로 모바일 시장 다시 한 번 키울 것   블레이드앤소울 레볼루션으로 다시 한번 모바일 게임 시장에서 혁명을 일으키겠습니다   지난 11일 넷마블 권영식 대표는 신작 모바일 RPG 역할수행게임   블레이드앤소울 레볼루션 이하 블소 레볼루션   발표 기자간담회에서  모바일 시장이 포화됐다는 우려가 나오지만 좋은 게임을 내면 시장도 더 커질 것 이라며  블소 레볼루션을 앞세워 모바일 시장을 다시 한번 키우겠다 고 말했다 	0
4452	최문순 강원지사  역량  정책  시험대에 오는 13일과 14일 최문순 강원도정에 대한 강원도의회의 첫 도정질의가 예정된 가운데 최 지사의 인사와 현안  정책 수행 전반에 대한 강도 높은 질타가 예고되고 있다  우선 최 지사가 채용한 복지특별보좌관과 보건복지여성국장  서울사무소장 임명과 관련해 객관성을 놓고 공방이 예상된다 	4
2687	 문화놀이터가 우리를 부른다  시민들의 열린 문화놀이터  부산시민회관의  시민뜨락축제 가 돌아왔다  9월 7일부터 10월 12일까지 매주 금요일 낮 12시 20분 시민회관 야외광장에서 펼쳐지는 시민뜨락축제는 클래식에서부터 국악  무용  대중음악 등 다양한 장르의 공연이 기다리고 있다  부산시민회관이 기획한 공연들로 시민회관 주변의 직장인  주민  상인들을 위한 소통의 무대가 되겠다는 취지로 시작했다 	2
7958	김수현  마린보이  음원 공개  박태환 선전 기원한다  돌풍 예고  배우 김수현  마린보이  음원이 공개되며 올 여름 음원시장에 큰 돌풍을 일으킬 것으로 기대된다  삼성 노트북 시리즈9은 지난 14일 김수현이 직접 부른  마린보이  응원송을 네이버에 독점 공개했다  이번에 공개된  마린보이  음원은 김수현이 삼성 노트북 시리즈9의 모델로 활약중인 박태환 선수의 선전을 기원하기 위해 직접 녹음에 참여했다 	7
1027	그린벨트 저소득층 주민들  세금폭탄  성남시 수정구 일대 그린벨트 지역 주민들이 생계를 위해 불법건축물을 신축해 운영하다 적발되 강제이행금을 물게되자 강력 반발하고 나섰다  26일 성남시 수정구청과 고등동 주민들에 따르면 경기도가 지난해 3월부터 6월까지 과태료 등의 세외수입 확충 차원에서 불법건축물에 대한 일제 감사를 벌였다 	1
6318	조광래   2일 레바논전 8회 연속 월드컵 축구 본선 진출을 향해 조광래호가 마침내 닻을 올린다  조 감독이 이끄는 축구대표팀은 2일 오후 8시 고양종합운동장에서 레바논과 2014 브라질 월드컵 3차 예선 B조 1차전을 치른다 	6
3196	 서우코리아  프랑스산 미세과립콜라겐 함유  절대콜라겐  선보여  발바닥굳은살제거와 발뒤꿈치각질제거에 도움 예년에 비해 여름 무더위가 기승을 떨치고 있다  자연스럽게 옷차림이 가벼워지고 샌들을 신는 사람들이 늘어나고 있다  그런데 발바닥과 발뒤꿈치에 일어나는 하얀 각질로 인해 선뜻 샌들을 신기 망설여 지는 경우가 있다  각질과 굳은살을 방치하면 쉽게 갈라지고 때론 통증을 유발한다  이때 물리적으로 각질을 깍거나 벗겨내는 과정은 피부에 자극을 주고 상처가 날 경우 세균 감염의 위험까지 있다  손발의 각질과 굳은살은 우리 몸의 피부노화 현상 때문에 주로 발생한다  우리 몸은 20대 이후부터 피부  뼈와 관절  잇몸  머리카락 등의 주요 구성성분인 콜라겐의 자체 생성량이 점점 줄어들기 시작한다  때문에 나이가 들수록 콜라겐 감소 원인으로 인해 피부에 각질과 굳은살이 발생할 가능성이 높아지게 된다  특히 출산 후 여성과 갱년기 여성에 있어 콜라겐 감소폭이 커 이러한 각질 각화 현상이 증가하게 된다 	3
8902	상의  전경련 주도  국회 압박  불참 전국경제인연합회가 소상공인  중소 중견기업  대기업 단체 공동으로 국회에 계류된 경제활성화 법안의 조속한 처리를 촉구하는 광고를 12 13일 이틀에 걸쳐 주요 일간지에 게재하는 데  대한상공회의소와 일부 업종 단체들이 불참하기로 했다  이번 경제활성화 법안 촉구 광고에 참여하는 단체는 모두 45곳이다  한국도배사회 한국세탁업중앙회 등 소상공인 단체 20곳과 중소기업중앙회 중견기업연합회 등 중소 중견기업 단체 11곳  전경련 무역협회 등 대기업 단체 14곳 등이다  전경련은  대기업뿐만 아니라 중소 중견기업  소상공인 단체들까지 참여한 것은 매우 이례적인 일로  그만큼 많은 국민이 우리 경제가 매우 어려운 상황이고  이의 극복을 위한 국회의 경제활성화 노력이 시급하다고 보았기 때문 이라고 설명했다 	8
2782	이승한 홈플러스 회장  미국서  이승한  창조경영이론  만든다 유통업계 최장수 CEO이자  창조경영 전도사 로 명성을 쌓으며 국내 유통산업 발전을 이끌어온 이승한 홈플러스 회장이 미국 보스턴대학교 Boston University 의 공식 초청을 받아 세계적인 경영이론 정립에 기여할 예정이다  보스턴대는 올해 경영대학 창립 100주년을 기념해 독창적인 리더십과 혁신적 경영시스템을 배우기 위해 이승한 회장을 초빙교수 겸  Executive in Residence  EIR  자격으로 초청  이 회장 주도로 새로운 창조경영이론을 연구하는 라운드테이블을 6월부터 100일간에 걸쳐 운영할 계획이다 	2
1785	현대차  트럼프 불확실성  SUV로 돌파   현지생산은 줄여  자국 보호무역주의를 주장하는 도널드 트럼프 미국 대통령 시대를 대비하기 위해 현대자동차가 내놓은 해법은 SUV sport utility vehicle 다  트럼프의 정책으로 현지 투자를 통해 수익을 도모해야 하는 상황이라면 시장포화 상태인 세단의 비중을 줄이고 미국 소비자가 선호하는 SUV 판매량을 늘려야 한다는 것이다 	1
7381	낯익은  그래서 진부한 백종원표 요리예능 매력적 캐릭터 불구 다양성 부족 식상 여행 가미한  스트리트 푸드 파이터  시청률 1 7 	7
5349	10면 민간의료기관 접종비 지원제도 파행  시민만 피해원성 정부가 다음달부터 민간 의료기관에 대해서도 국비 일부를 지원해 필수예방접종을 실시하기로 했으나 부산 경남지역 소아청소년과 개원의들이 집단으로 참여를 거부  파행운영이 불가피할 전망이다  26일 경남 김해시보건소 등에 따르면 정부는 오는 3월 1일부터 B형간염  MMR 홍역  유행선이하선염  풍진   DPT 디프테리아  파상풍 백일해   소아마비  수두  TD 파상풍  디프테리아   BCG 결핵   일본뇌염 등 8개 국가필수예방접종 대상에 대해 일반 병 의원이 만12세 이하 아동에게 접종을 할 경우 접종비의 30 를 국비로 지원하기로 했다 	5
6880	이 정도 되면 2년차의 저주 김선형 오세근 부상으로 신음  2년차 징크스 를 넘어  2년차의 저주 다  지난 시즌 프로농구 무대에 데뷔해 특급 활약을 펼쳤던 2년차 선수들이 이번 시즌 들어 크고 작은 부상에 시달리고 있다 	6
4013	김영일 바르게살기운동 광명시협의회장  생활속 봉사  지역사회 곳곳 27년간       물질 만능과 개인주의가 만연한 각박한 사회에 서로 믿고 사랑하며 봉사하는 분위기를 만들고자 노력하고 있습니다   김영일 52  바르게살기운동 광명시협의회장에게 봉사란 특별활동이 아닌 일상생활이다 	4
3644	부산도 의료기 판매업자가 불법 시술 김해 J병원에서 불법 수술을 했던 의료기기 판매업자 본보 지난달 26일자 1면 보도 가 부산에서도 수술을 한 정황이 포착됐다  또 J병원 비위로 적발된 의료기기 판매업체 4곳 모두가 사무실을 부산에 두고 부산 경남을 주무대로 영업을 해 온 것으로 확인됐다  이 때문에 불법 수술이 부산에서도 광범위하게 자행됐을 가능성도 제기되고 있다  4일 본보 취재 결과 J병원에서 무면허로 척추 수술을 한 혐의 보건범죄 단속에 관한 특별조치법 위반 로 부산경찰청에 적발된 오 모 50  씨가 부산 H병원에서도 수술한 정황이 포착돼 경찰 수사를 받고 있다 	3
12	투자자 사로잡는 3분  창업CEO  기술 시장성 무장  홍보전  NFC는 업계에서 이제 더는 진출하지 않은 분야가 아닙니까    불편함의 차이라고 생각합니다  기존의 NFC 불편함을 대폭 축소한 우리의 편리함이 인정받을 겁니다  	0
6623	당신을      로 임명합니다 지난해 타격 7관왕에 오른 이대호 29 롯데 가 타자 시상 부문에서 놓친 단 하나의 타이틀이 바로 도루다  사실 이대호나 최준석 28 두산 처럼 100 이 넘는 거구가 빠른 발이 요구되는 도루를 한다는 것은 상상조차 할 수 없는 일이다  실제로 도루왕은 각 팀 톱타자 1번 타자 가 차지하는 경향이 있다 	6
8815	LH임대주택 층간소음 2배 증가 대책마련 소홀 최근 5년 한국토지주택공사 LH  임대주택 층간소음 민원이 2배 넘게 증가했지만  정작 LH는 현황파악도 제대로 하지 못하는 것을 나타났다  최경환 국민의당 의원은 13일 LH공사 경기지역본부에서 열린 LH 국정감사에서  LH 임대주택의 층간소음 문제가 갈수록 심각해지고 있으나  LH공사의 소극적인 관리와 안일한 대처로 입주자들이 고통받고 있다 며 근본적인 대책을 마련해야 한다고 주장했다 	8
252	삼성 청소기 1억대 팔았다 삼성전자가 30년 만에 지구 한 바퀴를 돌 수 있는 물량의 청소기를 판매하는 기록을 세웠다  이 중 90  가량은 광주에서 생산했다  삼성전자는 7일 지난 1981년 처음으로 청소기를 생산한 이후 30년 만에 국내 누적 기준으로 1억대의 청소기 판매 기록을 달성했다고 밝혔다  또 지난 2007년부터 지난해까지 4년 연속 국내 시장 점유율 1위를 차지했다 	0
7462	파리의 K팝 열풍  문화가 진정한 국력이다 동방신기  샤이니  f x  등 K POP 아이돌 스타들이 엊그제 파리 드골공항에서 수천 명의 프랑스 팬들로부터 뜨거운 환영을 받는 모습은 색다른 즐거움을 선사했다  동남아권에 머물던 한류 열풍이 유럽 문화 중심에 상륙했다는 점에서 한류 문화가 한 단계 진화하고 있다는 자부심도 갖게 한다  한류 스타의 파리 진출을 각별히 주목하는 까닭은 프랑스만의 독특한 대중문화 코드 때문이다   샹송 으로 불리는 프랑스 대중음악은 전통 음유시에 기원을 두고 있어 젊은 세대 취향을 제대로 반영하지 못하는 경향이 크다  그 때문에 앵글로색슨계 문화를 의도적으로 천시하는 프랑스인 기질에도 불구하고 영미식 상업주의에 점령당해온 게 현실이다 	7
4357	2050년 지구 평균 온도 산업혁명 전보다 2도 상승 현재 추세대로 온실가스를 뿜어대면 2050년 지구 평균 온도가 산업혁명 이전보다 2도 증가하고 전 세계적으로 건조화가 심각해진다는 전망이 나왔다  환경부 산하 한국환경산업기술원은 기후변화로 인한 전 세계 지표면의 사막화 진행과변화를 정량적으로 예측 분석하는 기술을 개발했다고 2일 밝혔다  이번 기술은 보편적으로 이용되는 기후 모형 및 시나리오를 기반으로 향후 100년간 지표면의 건조화가 심각해지는 시점과 건조화 심각 지역 등을 정량적으로 예측할 수 있다 	4
732	가계 흔드는 스마트폰 가계통신비 역대 최고치 대구 달서구 월성동에 사는 홍은주씨 42 는 요즘 통신비 부담 때문에 고민이 크다  인터넷과 집 전화뿐 아니라 초 중등학생인 두 딸과 남편  자신의 휴대전화 등 통신 요금만 월 25만원에 육박하기 때문이다  더구나 남편과 아이들이 스마트폰을 구입할 계획이어서  앞으로 한달 30만원 넘는 통신비 지출이 예상된다  홍씨는  고물가로 인해 허리띠를 졸라매고 있는 상황에 통신비가 계속 늘어나게 돼 부담이 너무 크다 고 한숨을 내쉬었다  생활필수품이 된 휴대전화 등의 통신비가 가정 경제를 옥죄고 있다 	0
4495	가을 단비에 힘겨워하는 충남 논산 충북 영동 곶감 농민들 가뭄 해갈에 큰 도움을 주고 있는 가을 단비가 충남 논산과 충북 영동지역 곶감 농민들에게는 큰 피해를 주고 있어 울상이다  고온다습한 날씨 때문에 건조되지 않은 곶감이 썩거나 물러져 떨어지는 등 피해가 커지고 있기 때문이다 	4
6629	모태범  흑색 탄환 을 넘어라   2014 소치 동계올림픽 개막 D 16   동계올림픽 역사를 바꾼 두 영웅이 2014년 소치 동계올림픽에서 정면승부를 펼친다 	6
1505	5  충남도금고  누구 품에  5조 원이 넘는 충남도 예산을 운용할 도금고 신청서 접수가 19일부터 20일까지 양 일간 진행된다  이번 도금고 선정부터는 기존 3개 였던 금고수가 2개로 줄어든 만큼 어느 때보다 치열한 경쟁이 예상된다  18일 도에 따르면 올해 말 도금고 약정기간이 만료됨에 따라 내년부터 2019년 말까지 도금고 업무를 수행한 금융기관을 선정한다  기존에는 일반회계  특별회계  기금운용 등 세 개의 금고를 선정했지만 이번 금고선정부터  지방자치단체 금고지정 기준 이 개정되면서 일반회계를 책임질 제1 금고와 특별회계 및 기금운용을 맡을 제2 금고만 선정한다  현재 신청이 확실시 되는 금융기관은 NH농협과 KEB 하나은행  우리은행 등 3곳이다  도는 지난 1일 금고지정 설명회를 개최했고  설명회 자리에 현재 도 제1 2 3금고인 3개 은행이 참석했다 	1
7183	확 바뀐 SBS  8뉴스   주목할 변화 넷 SBS  8뉴스 가 오늘부터 확 바뀐다   8뉴스 가 19일부터 김성준 최혜림 앵커로 새 단장을 한다   8뉴스 를 진두 지휘할 김성준 앵커는 현재 SBS 보도본부장이며  지난 2011년부터 2014년까지 4년간  8뉴스 의 메인 앵커로 활동했다 	7
1495	충주봉방현대썬앤빌 혁신설계 돋보이네 15일 주택홍보관 공개를 앞두고 있는 충주봉방현대썬앤빌이 충북 최대 부동산 커뮤니티  충주아파트닷컴 에 59   84  평면을 공개했다  내집 마련의 꿈을 갖고 최신 분양소식에 관심을 기울이던 회원들은 공개된 평면에 연이은 호평을 쏟아내며  홍보관 오픈에 대해 한껏 부푼 기대를 나타냈다 	1
5683	월포 두곡해수욕장 몽돌 천지  홍현해라우지마을에선 어촌 체험  총거리 15 18   소요시간 4시간	5
6306	예방주사 맞고 더 강해졌다 올림픽 2연패라는  위대한 도전 을 시작한 김연아가 세계선수권대회를 앞두고 꼭 필요한  예방 주사 를 맞았다  김연아는 7년 만의 국내 대회 복귀전에서 가볍게 우승을 차지했지만 쇼트프로그램과 프리스케이팅에서 잇따라 연습 때 엉덩방아를 찧는 등 아슬아슬한 장면을 많이 보여줬다  쇼트에서는 흔치 않은 실수를 저질러 점수가 64 97점에 그쳤다  이틀 연속 만원 관중의 열렬한 응원 속에서 경기를 펼치다 보니 그만큼 부담감도 컸기 때문인 것으로 풀이된다 	6
634	교원L C   웰스정수기 생활가전 업체 교원L C가 내놓은  웰스정수기 는 건강과 환경을 중시하는 트렌드를 반영해 인기다  물속 불순물은 걸러주지만 우리 몸에 유익한 미네랄은 남겨주는  중공사막 방식 을 채택한 덕분이다  특히 몸에 좋은 물을 만들기 위해 탑재한  웰스필터링 시스템 은 개발하는 데에만 3년이 걸렸다 	0
6505	대전시  U 20월드컵 주요경기 유치 실패 대전시가 오는 2017년 한국에서 열리는 FIFA U 20 월드컵 대회의 개막전  결승전 등 주요 경기 유치에 실패했다  국제축구연맹 FIFA 는 24일 새벽 한국시간  공식 홈페이지를 통해 대회 일정을 발표했다 	6
4079	여 야    무모한 도발 중단하라  여권  문재인  사드반대 철회해야  야권  전술핵 배치는 파괴적 주장 	4
7860	순애보 삼각관계 겨울 덥힐 정통멜로  발리에서 생긴 일 과  미안하다 사랑한다 가 만난다면  에스비에스 드라마 스페셜  크리스마스에 눈이 올까요  가 2일 밤 9시55분  첫 전파를 탄다   크리스마스  는  발리  의 최문석 피디와  미안하다  의 이경희 작가의 라인업만으로도 정통멜로를 오랜만에 제대로 만날 수 있을 것이라는 기대를 모은다 	7
6243	 홈런을 쳐라  호랑이들 특타 훈련  샌드백 이 파워 업그레이드를 위한 KIA의 훈련 파트너가 됐다  3일 무등경기장 야구장에는 이색 훈련이 펼쳐져 사람들의 시선을 끌었다  지난주 원정길에서 불방망이를 선보이고 돌아온 KIA 타자들은 경기장 한쪽에 설치된 샌드백을 상대로 스윙을 하며 구슬땀을 흘렸다 	6
1755	임차인의 차임연체로 계약해지시  전차인의 책임범위 임차인이 임차건물의 전부나 일부를 다른 사람에게 다시 세놓는 행위  즉 전대차를 하는 경우가 많다  이때에는 임대인 건물주 의 동의를 얻어서 해야 하는데  무단으로 전대하면 임대차계약 해지 사유다  그리고 전대차의 보증금이나 차임 월세 은 건물 일부만 전대하는 경우가 많기 때문에 임대차의 그것보다 적은 경우가 보통이다  이처럼 임차인이 자신이 임차한 건물 일부에 대해 임대인의 동의를 얻어 타인에게 전대를 한 후 차임을 연체해 임대차계약이 해지되었을 때  임대인은 전차인에게 임차인이 연체한 차임 전부를 책임지라고 할 수 있을까  전차인이 이미 임차인에게 지급한 차임에 대해 임대인에게 대항할 수 있을까  전차인이 연체한 차임이 있다면 임차인과 전차인 간에 약정한 차임범위 내에서만 임대인에게 책임져야 할까  나아가 임차인과 전차인 간 합의로 원래 약정한 차임이 감액됐다면 감액된 차임범위 내에서만 책임질까  최근 대법원 사례를 살펴보자  대법원 2018년 7월11일 선고 2018다200518 판결 	1
5444	제주신화역사공원 중국 자본투자 또다시 없던 일로 중국 자본 5천억원이 투자될 전망이었던 제주신화역사공원 개발사업이 최근 합의각서가 해지된 것으로 드러나 제주국제자유도시개발센터 JDC 의 투자유치 능력에 한계만 노출하고 있다  제주국제자유도시개발센터는 지난 2012년 9월 제주신화역사공원 개발에 5천억원대 차이나 머니가 투자된다고 대대적인 홍보를 가졌다 	5
8306	부모묘 이장 김무성  대선행보 신호탄    김대중 전 대통령 이회창 씨 등   정치인 큰일 앞두고 조상묘 이장	8
